,name,year,latitude,longitude,city,region,zipCode,cuisine,price,url,stars
3,Konstantin Filippou,2019,48.21056,16.37996,Wien,Austria,1010,Modern cuisine,$$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/konstantin-filippou,2
4,Silvio Nickol Gourmet Restaurant,2019,48.20558,16.376929999999998,Wien,Austria,1010,Modern cuisine,$$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/silvio-nickol-gourmet-restaurant,2
5,Steirereck im Stadtpark,2019,48.202290000000005,16.3805,Wien,Austria,1030,Creative,$$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/steirereck-im-stadtpark,2
6,Baumé,2019,37.4285,-122.14272,South San Francisco,California,94306,Contemporary,$$$$,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/baume,2
7,Commis,2019,37.82476,-122.25505,San Francisco,California,94601,Contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/commis,2
8,Californios,2019,37.75555,-122.41714499999999,San Francisco,California,94110,Mexican,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/californios,2
9,Lazy Bear,2019,37.760203999999995,-122.41968999999999,San Francisco,California,94110,Contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/lazy-bear,2
10,Saison,2019,37.76327,-122.41543,San Francisco,California,94107,Californian,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/saison,2
11,Campton Place,2019,37.789229999999996,-122.40665,San Francisco,California,94108,Indian,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/campton-place,2
12,Coi,2019,37.798120000000004,-122.40331,San Francisco,California,94133,Contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/coi,2
13,Acquerello,2019,37.79167,-122.42131,San Francisco,California,94109,Italian,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/acquerello,2
14,Urasawa,2019,34.067352,-118.40066999999999,Los Angeles,California,90210,Japanese,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/urasawa,2
15,Sushi Ginza Onodera,2019,34.08238,-118.37653999999999,Los Angeles,California,,Japanese,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/sushi-ginza-onodera559850,2
16,Somni,2019,34.070095,-118.37648999999999,Los Angeles,California,90048,Contemporary,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/somni,2
17,Providence,2019,34.083523,-118.33018999999999,Los Angeles,California,90028,Seafood,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/providence,2
18,n/naka,2019,34.025259999999996,-118.41206000000001,Los Angeles,California,90034,Contemporary,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/n-naka,2
19,Vespertine,2019,34.024204,-118.38166000000001,Los Angeles,California,90232,Contemporary,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/vespertine,2
20,Smyth,2019,41.885,-87.660736,Chicago,Chicago,60607,Contemporary,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/smyth,2
21,Oriole,2019,41.886196000000005,-87.64513000000001,Chicago,Chicago,60661,Contemporary,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/oriole,2
22,Acadia,2019,41.85904,-87.62562,Chicago,Chicago,60616,Contemporary,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/acadia,2
23,KOKS,2019,62.136669999999995,-7.022025,Leynar,Denmark,335,Creative,$$$$,https://guide.michelin.com/dk/en/faroe-islands/leynar/restaurant/koks558780,2
24,Henne Kirkeby Kro,2019,55.72682,8.242021000000001,Henne,Denmark,6854,Classic cuisine,$$$,https://guide.michelin.com/dk/en/southern-denmark/henne/restaurant/henne-kirkeby-kro,2
25,a‚o‚c,2019,55.68305,12.589210000000001,København,Denmark,1302 K,Modern cuisine,$$$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/a%E2%80%9Ao%E2%80%9Ac,2
26,noma,2019,55.683319999999995,12.61006,København,Denmark,1432 K,Creative,$$$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/noma,2
27,Kadeau Copenhagen,2019,55.67219,12.58848,København,Denmark,1408 K,Modern cuisine,$$$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kadeau-copenhagen,2
28,Spondi,2019,37.96525,23.742971,Athína,Greece,116 36,French,$$$$$,https://guide.michelin.com/gr/en/attica/athina/restaurant/spondi,2
29,Sun Tung Lok,2019,22.30099,114.17221,Hong Kong,Hong Kong,,Cantonese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sun-tung-lok,2
30,Yan Toh Heen,2019,22.293337,114.17395,Hong Kong,Hong Kong,,Cantonese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yan-toh-heen,2
31,Tin Lung Heen,2019,22.30357,114.16006999999999,Hong Kong,Hong Kong,,Cantonese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tin-lung-heen,2
32,Tenku RyuGin,2019,22.30331,114.16021,Hong Kong,Hong Kong,,Japanese,$$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tenku-ryugin,2
33,Forum,2019,22.281616,114.1824,Hong Kong,Hong Kong,,Cantonese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/forum,2
34,Sushi Saito,2019,22.286467000000002,114.15677,Hong Kong,Hong Kong,,Sushi,$$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-saito,2
35,Pierre,2019,22.282127,114.15948,Hong Kong,Hong Kong,,French contemporary,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/pierre,2
36,Ying Jee Club,2019,22.284338,114.156654,Hong Kong,Hong Kong,,Cantonese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ying-jee-club,2
37,Écriture,2019,22.28315,114.1554,Hong Kong,Hong Kong,,French contemporary,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ecriture,2
38,Ta Vie,2019,22.282766,114.15529,Hong Kong,Hong Kong,,Innovative,$$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ta-vie,2
39,Amber,2019,22.280596,114.15763999999999,Hong Kong,Hong Kong,,French contemporary,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/amber569032,2
40,Kashiwaya,2019,22.280642999999998,114.15673999999999,Hong Kong,Hong Kong,,Japanese,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/kashiwaya,2
41,Onyx,2019,47.49712,19.05067,Budapest,Hungary,1051,Modern cuisine,$$$$$,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/onyx,2
42,Feng Wei Ju,2019,22.18996,113.54794,Macau,Macau,,Hunanese and Sichuan,$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/feng-wei-ju,2
43,Golden Flower,2019,22.18753,113.54806,Macau,Macau,,Chinese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/golden-flower,2
44,Mizumi (Macau),2019,22.188755,113.54488,Macau,Macau,,Japanese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/mizumi-macau,2
45,The Tasting Room,2019,22.14958,113.56505,Macau,Macau,,French contemporary,$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-tasting-room,2
46,Alain Ducasse at Morpheus,2019,22.14293,113.563774,Macau,Macau,,French contemporary,$$$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/alain-ducasse-at-morpheus,2
47,L'Atelier de Joël Robuchon,2019,40.742905,-74.00769,New York,New York City,,French,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/l-atelier-de-joel-robuchon562505,2
48,Jungsik,2019,40.718685,-74.00910999999999,New York,New York City,10013,Korean,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jungsik,2
49,Atera,2019,40.716797,-74.00565,New York,New York City,10013,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/atera,2
50,Jean-Georges,2019,40.76907,-73.98155,New York,New York City,10023,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jean-georges,2
51,Marea,2019,40.76749,-73.98114,New York,New York City,10019,Seafood,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/marea,2
52,Gabriel Kreuther,2019,40.75397,-73.982025,New York,New York City,10036,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gabriel-kreuther,2
53,Ichimura at Uchū,2019,40.721832,-73.99011999999999,New York,New York City,10002,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ichimura-at-uchu,2
54,Sushi Ginza Onodera,2019,40.752396000000005,-73.981575,New York,New York City,10017,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-ginza-onodera,2
55,Ko,2019,40.72909,-73.98448,New York,New York City,10003,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ko,2
56,The Modern,2019,40.76106,-73.97628,New York,New York City,10019,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-modern,2
57,Aquavit,2019,40.76078,-73.97214,New York,New York City,10022,Scandinavian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aquavit,2
58,Daniel,2019,40.7666,-73.96745,New York,New York City,10065,French,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/daniel,2
59,Aska,2019,40.71222,-73.96642,New York,New York City,11249,Scandinavian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aska,2
60,Blanca,2019,40.70492,-73.93354000000001,New York,New York City,11206,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/blanca,2
61,Patrick Guilbaud,2019,53.338930000000005,-6.25283,City Centre,Ireland,D2,Modern French,,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/patrick-guilbaud,2
62,Oro,2019,-22.98601,-43.224709999999995,Rio de Janeiro - 22441,Rio de Janeiro,015,creative,$$$$$,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/oro,2
63,Tuju,2019,-23.55653,-46.69083,São Paulo - 05416,Sao Paulo,001,creative,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/tuju,2
64,D.O.M.,2019,-23.56618,-46.66742,São Paulo - 01411,Sao Paulo,011,creative,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/d-o-m,2
65,Kojima,2019,37.52559,127.04193000000001,Seoul,South Korea,,Sushi,$$$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/kojima,2
66,Jungsik,2019,37.525585,127.04106999999999,Seoul,South Korea,,Korean contemporary,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/jungsik511965,2
67,Kwonsooksoo,2019,37.526752,127.03571000000001,Seoul,South Korea,,Korean,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/kwonsooksoo,2
68,Mingles,2019,37.52219,127.0392,Seoul,South Korea,,Korean contemporary,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/mingles,2
69,Alla Prima,2019,37.518440000000005,127.03008,Seoul,South Korea,,Innovative,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/alla-prima,2
70,Waku Ghin,2018,1.283175,103.8598,Singapore,Singapore,,Japanese contemporary,$$$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/waku-ghin,2
71,Odette,2018,1.2896458999999998,103.8516,Singapore,Singapore,,French contemporary,$$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/odette,2
72,Shoukouwa,2018,1.2863698000000001,103.854,Singapore,Singapore,,Sushi,$$$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shoukouwa,2
73,Shisen Hanten,2018,1.302395,103.8365,Singapore,Singapore,,Chinese,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shisen-hanten,2
74,Les Amis,2018,1.3066648,103.8314,Singapore,Singapore,,French,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/les-amis,2
75,Fäviken Magasinet,2019,63.43626,13.293370000000001,Järpen,Sweden,837 94,Creative,$$$$,https://guide.michelin.com/se/en/jamtland/jarpen/restaurant/faviken-magasinet,2
76,Gastrologik,2019,59.33365,18.0807,Stockholm,Sweden,114 51,Creative,$$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/gastrologik,2
77,Oaxen Krog,2019,59.322342000000006,18.101831,Stockholm,Sweden,11521,Creative,$$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/oaxen-krog,2
78,Vollmers,2019,55.604427,12.995847999999999,Malmö,Sweden,21133,Creative,$$$$,https://guide.michelin.com/se/en/skane/malmo/restaurant/vollmers,2
79,Daniel Berlin,2019,55.61246,13.99265,Skåne-Tranås,Sweden,273 92,Creative,$$$$,https://guide.michelin.com/se/en/skane/skane-tranas/restaurant/daniel-berlin,2
80,RAW,2019,25.082666,121.559525,Taipei,Taipei,110,Innovative,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/raw,2
81,Shoun RyuGin,2019,25.08258,121.5595,Taipei,Taipei,110,Japanese contemporary,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/shoun-ryugin,2
82,Taïrroir,2019,25.082718,121.559296,Taipei,Taipei,110,Innovative,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tairroir,2
83,Sushi Amamoto,2019,25.037945,121.55487,Taipei,Taipei,110,Sushi,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-amamoto,2
84,The Guest House,2019,25.04486,121.52198,Taipei,Taipei,110,Sichuan-Huai Yang,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/the-guest-house,2
85,Gaggan,2019,13.737679,100.54214499999999,Bangkok,Thailand,,Innovative,$$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/gaggan,2
86,Sühring,2019,13.710947,100.545654,Bangkok,Thailand,,European contemporary,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/suhring,2
87,Mezzaluna,2019,13.722148,100.51691,Bangkok,Thailand,,Innovative,$$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/mezzaluna,2
88,Le Normandie,2019,13.723197,100.513855,Bangkok,Thailand,,French contemporary,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/le-normandie,2
89,minibar,2019,38.896294,-77.02386,"Washington, D.C.",Washington DC,20004,Contemporary,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/minibar,2
90,Pineapple and Pearls,2019,38.880707,-76.99514,"Washington, D.C.",Washington DC,20003,Contemporary,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/pineapple-and-pearls,2
91,Andrew Fairlie at Gleneagles,2019,56.283390000000004,-3.75149,Auchterarder,United Kingdom,PH3 1NF,Creative French,,https://guide.michelin.com/gb/en/perth-and-kinross/auchterarder/restaurant/andrew-fairlie-at-gleneagles,2
92,L'Enclume,2019,54.201885,-2.953807,Cartmel,United Kingdom,LA11 6PZ,Creative,,https://guide.michelin.com/gb/en/cumbria/cartmel/restaurant/l-enclume,2
93,Raby Hunt,2019,54.566469999999995,-1.6892580000000001,Summerhouse,United Kingdom,DL2 3UD,Modern British,,https://guide.michelin.com/gb/en/darlington/summerhouse/restaurant/raby-hunt,2
94,Moor Hall,2019,53.541619999999995,-2.8895494999999998,Aughton,United Kingdom,L39 6RT,Modern British,,https://guide.michelin.com/gb/en/lancashire/aughton/restaurant/moor-hall,2
95,Restaurant Sat Bains,2019,52.924380000000006,-1.1733198,Nottingham,United Kingdom,NG7 2SA,Creative,,https://guide.michelin.com/gb/en/nottingham/nottingham/restaurant/restaurant-sat-bains,2
96,Restaurant Nathan Outlaw,2019,50.594086,-4.82854,Port Isaac,United Kingdom,PL29 3SB,Seafood,,https://guide.michelin.com/gb/en/cornwall/port-isaac/restaurant/restaurant-nathan-outlaw,2
97,Belmond Le Manoir aux Quat' Saisons,2019,51.71674,-1.0918700000000001,Great Milton,United Kingdom,OX44 7PD,French,,https://guide.michelin.com/gb/en/oxfordshire/great-milton/restaurant/belmond-le-manoir-aux-quat-saisons,2
98,Midsummer House,2019,52.21243,0.12779000000000001,Cambridge,United Kingdom,CB4 1HA,Modern cuisine,,https://guide.michelin.com/gb/en/cambridgeshire/cambridge/restaurant/midsummer-house,2
99,Hand and Flowers,2019,51.57031,-0.78113,Marlow,United Kingdom,SL7 2BP,Modern British,,https://guide.michelin.com/gb/en/buckinghamshire/marlow/restaurant/hand-and-flowers,2
100,Ledbury,2019,51.516740000000006,-0.20007,North Kensington,United Kingdom,W11 2AQ,Modern cuisine,,https://guide.michelin.com/gb/en/greater-london/north-kensington/restaurant/ledbury,2
101,CORE by Clare Smyth,2019,51.512609999999995,-0.2030516,North Kensington,United Kingdom,W11 2PN,Modern British,,https://guide.michelin.com/gb/en/greater-london/north-kensington/restaurant/core-by-clare-smyth,2
102,Le Gavroche,2019,51.51127,-0.15517,Mayfair,United Kingdom,W1K 7QR,French,,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/le-gavroche,2
103,Kitchen Table at Bubbledogs,2019,51.52041,-0.13647,Bloomsbury,United Kingdom,W1T 4QG,Modern cuisine,,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/kitchen-table-at-bubbledogs,2
104,Hélène Darroze at The Connaught,2019,51.5101,-0.1495701,Mayfair,United Kingdom,W1K 2AL,Modern cuisine,,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/helene-darroze-at-the-connaught,2
105,Dinner by Heston Blumenthal,2019,51.50208,-0.16011,Hyde Park,United Kingdom,SW1X 7LA,Traditional British,,https://guide.michelin.com/gb/en/greater-london/hyde-park/restaurant/dinner-by-heston-blumenthal,2
106,Umu,2019,51.5113,-0.14455,Mayfair,United Kingdom,W1J 6LX,Japanese,,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/umu,2
107,Sketch (The Lecture Room & Library),2019,51.51287,-0.14135999999999999,Mayfair,United Kingdom,W1S 2XG,Modern French,,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/sketch-the-lecture-room-library,2
108,Greenhouse,2019,51.507690000000004,-0.14926,Mayfair,United Kingdom,W1J 5NY,Creative,,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/greenhouse69393,2
109,Claude Bosi at Bibendum,2019,51.49341,-0.16908929999999997,Chelsea,United Kingdom,SW3 6RD,French,,https://guide.michelin.com/gb/en/greater-london/chelsea/restaurant/claude-bosi-at-bibendum,2
0,Amador,2019,48.254059999999996,16.35915,Wien,Austria,1190,Creative,$$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/amador,3
1,Manresa,2019,37.22761,-121.98071000000002,South San Francisco,California,95030,Contemporary,$$$$,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/manresa,3
2,Benu,2019,37.78521,-122.39876000000001,San Francisco,California,94105,Asian,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/benu,3
3,Quince,2019,37.79762,-122.40337,San Francisco,California,94133,Contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/quince,3
4,Atelier Crenn,2019,37.79835,-122.43586,San Francisco,California,94123,Contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/atelier-crenn,3
5,The French Laundry,2019,38.40443,-122.36474,San Francisco,California,94599,Contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-french-laundry,3
6,The Restaurant at Meadowood,2019,38.52025,-122.46479,San Francisco,California,94574,Contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-restaurant-at-meadowood,3
7,SingleThread,2019,38.612164,-122.86970500000001,San Francisco,California,95448,Contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/singlethread,3
8,Alinea,2019,41.91328,-87.64798,Chicago,Chicago,60614,Contemporary,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/alinea,3
9,Geranium,2019,55.70393000000001,12.57197,København,Denmark,2100 Ø,Creative,$$$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/geranium,3
10,T'ang Court,2019,22.296572,114.1698,Hong Kong,Hong Kong,,Cantonese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/t-ang-court,3
11,Bo Innovation,2019,22.276139999999998,114.171,Hong Kong,Hong Kong,,Innovative,$$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/bo-innovation,3
12,Lung King Heen,2019,22.28665,114.15673999999999,Hong Kong,Hong Kong,,Cantonese,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/lung-king-heen,3
13,Caprice,2019,22.286645999999998,114.15661999999999,Hong Kong,Hong Kong,,French,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/caprice,3
14,8½ Otto e Mezzo - Bombana,2019,22.28189,114.15839,Hong Kong,Hong Kong,,Italian,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/8%C2%BD-otto-e-mezzo-bombana,3
15,L'Atelier de Joël Robuchon,2019,22.281198999999997,114.15816000000001,Hong Kong,Hong Kong,,French contemporary,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/l-atelier-de-joel-robuchon,3
16,Sushi Shikon,2019,22.28511,114.15208,Hong Kong,Hong Kong,,Sushi,$$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-shikon,3
17,The Eight,2019,22.190475,113.54341000000001,Macau,Macau,,Chinese,$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-eight,3
18,Robuchon au Dôme,2019,22.189949,113.54395,Macau,Macau,,French contemporary,$$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/robuchon-au-dome,3
19,Jade Dragon,2019,22.149137,113.56715,Macau,Macau,,Cantonese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/jade-dragon,3
20,Maaemo,2019,59.910477,10.760408,Oslo,Norway,0191,Modern cuisine,$$$$,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/maaemo,3
21,Masa,2019,40.76855,-73.98335,New York,New York City,10019,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/masa,3
22,Per Se,2019,40.76828,-73.98292,New York,New York City,10019,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/per-se,3
23,Le Bernardin,2019,40.76177,-73.98223,New York,New York City,10019,Seafood,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-bernardin,3
24,Eleven Madison Park,2019,40.7417,-73.98711999999999,New York,New York City,10010,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/eleven-madison-park,3
25,Chef's Table at Brooklyn Fare,2019,40.68872,-73.98581,New York,New York City,10018,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/chef-s-table-at-brooklyn-fare,3
26,La Yeon,2019,37.555813,127.00516999999999,Seoul,South Korea,,Korean,$$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/la-yeon,3
27,Gaon,2019,37.52265,127.03595,Seoul,South Korea,,Korean,$$$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/gaon,3
28,Frantzén,2019,59.33418,18.058120000000002,Stockholm,Sweden,111 22,Modern cuisine,$$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/frantzen,3
29,Le Palais,2019,25.049495999999998,121.51673999999998,Taipei,Taipei,110,Cantonese,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/le-palais,3
30,The Inn at Little Washington,2019,38.713623,-78.16208,"Washington, D.C.",Washington DC,22747,American,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-inn-at-little-washington,3
31,Fat Duck,2019,51.50828,-0.7023199999999999,Bray,United Kingdom,SL6 2AQ,Creative,,https://guide.michelin.com/gb/en/buckinghamshire/bray/restaurant/fat-duck,3
32,Waterside Inn,2019,51.50773,-0.70121,Bray,United Kingdom,SL6 2AT,Classic French,,https://guide.michelin.com/gb/en/buckinghamshire/bray/restaurant/waterside-inn,3
33,Alain Ducasse at The Dorchester,2019,51.50712,-0.1525201,Mayfair,United Kingdom,W1K 1QA,French,,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/alain-ducasse-at-the-dorchester,3
34,The Araki,2019,51.511826,-0.140389,Mayfair,United Kingdom,W1S 3BF,Japanese,,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/the-araki,3
35,Gordon Ramsay,2019,51.485459999999996,-0.1620201,Chelsea,United Kingdom,SW3 4HP,French,,https://guide.michelin.com/gb/en/greater-london/chelsea/restaurant/gordon-ramsay,3
